1.0021452903747559,27.0,26.25,25.25
2.034724712371826,27.0,37.25,25.25
3.0557332038879395,27.0,37.25,25.25
4.102059841156006,25.25,37.25,25.25
5.133515119552612,25.25,37.25,25.25
6.171252489089966,25.25,25.25,25.25
7.213563442230225,25.25,25.25,25.25
8.286405801773071,38.25,25.25,25.25
9.314538717269897,38.0,25.25,25.25
10.366812705993652,38.0,38.0,25.25
11.398955583572388,38.0,38.0,25.25
12.466416597366333,25.5,38.0,25.25
13.502630949020386,25.5,38.0,25.25
14.535575151443481,25.5,25.75,25.25
15.572007656097412,25.5,25.75,25.25
16.621548652648926,38.0,25.75,25.25
17.64773941040039,38.0,25.75,25.25
18.678587436676025,38.0,37.75,25.25
19.727279901504517,27.25,37.75,25.25
20.764049768447876,25.75,37.75,25.25
1.005155086517334,26.25,25.75,27.0
2.262716770172119,38.75,38.75,27.0
3.5240426063537598,38.75,38.75,27.0
4.810886859893799,26.25,38.75,27.0
6.063262939453125,26.25,38.75,27.0
7.3188796043396,26.25,38.75,27.0
8.581051349639893,26.5,38.75,27.0
9.849128484725952,26.25,38.75,27.0
11.092989683151245,26.25,25.5,27.0
12.332260370254517,26.25,25.5,27.0
13.555301904678345,40.5,25.5,27.0
14.818365335464478,40.25,25.5,27.0
16.069143056869507,40.25,25.5,27.0
17.345715045928955,40.25,25.5,27.0
18.58365511894226,40.25,25.5,27.0
19.82961678504944,40.25,38.5,27.0
21.06519341468811,40.25,38.5,27.0
22.336880922317505,26.5,38.5,27.0
23.58956480026245,26.75,38.5,27.0
24.842323303222656,26.75,38.5,27.0
26.113874673843384,26.75,38.5,27.0
27.355040550231934,26.75,38.5,27.0
28.597990036010742,26.75,25.75,27.0
29.849287271499634,26.75,25.75,27.0
31.111050367355347,40.0,25.75,27.0
32.35388422012329,40.0,25.75,27.0
33.615153551101685,39.75,25.75,27.0
1.0027670860290527,26.25,25.25,27.25
2.244523525238037,26.25,38.0,27.25
3.480760097503662,26.25,38.0,27.25
4.733320951461792,26.25,38.0,27.25
5.990980386734009,26.0,38.0,27.25
1.0051534175872803,26.5,25.25,27.25
2.2626471519470215,39.25,25.25,27.25
3.520994186401367,39.25,25.25,27.25
4.740357160568237,39.25,25.25,27.25
5.981684446334839,39.25,25.25,27.25
7.240220546722412,38.75,25.25,27.25
8.491542100906372,38.75,25.25,27.25
9.740830183029175,38.5,25.25,27.25
10.987537622451782,38.5,25.25,27.25
12.223636865615845,38.5,25.25,27.25
